SUPERCOUNTY,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,test,fatality_rate
46000_1,0.12817621208459756,0.1237458493318655,0.12958139784657519,0.12876692711829515,0.10688362018813378,0.12754074591198344,0.14086763508131284,0.07374987693436798,0.04068773550286855,1.0,0.010139217437728791
46000_3,0.1496453680084614,0.1288755469835542,0.14278603869843837,0.15241398618801716,0.11625085547190941,0.12135776353719488,0.1067732636512578,0.050353595055890835,0.031543582405275924,0.9999999999999999,0.007769624286069806
47000_0,0.11217182766036636,0.12468149031376888,0.12382848221819157,0.1124320246016629,0.1232584067189755,0.13938051234377657,0.13056160436255118,0.09013592553483524,0.04354972624587179,1.0,0.01094592226730057
47000_3,0.10643828051235459,0.12104822475192845,0.13025493025493026,0.11192703044554897,0.12500489907897316,0.1393743430780468,0.1297329556588816,0.09006288635918266,0.04615644986015356,1.0000000000000002,0.011134117593394261
48000_0,0.12935579272212935,0.13916172050779285,0.1303604512758113,0.12371559557289805,0.11875384314418101,0.12857478076879394,0.11700369592267731,0.07409606997386786,0.038978050111848316,1.0,0.009582436377895711
48000_2,0.12317346323462874,0.11972519565675244,0.16707761324788206,0.18541124955255003,0.14302222314759722,0.1138024397333959,0.0871820702898835,0.04071614415456183,0.01988960098274825,1.0,0.006102462169717869
48000_3,0.13690999364688497,0.14372081013522434,0.17201113655112654,0.13333189883740182,0.11139541685843932,0.1123421841732307,0.09899954849848394,0.05812079087893997,0.03316822042026841,1.0,0.008011041356408295
49000_1,0.17622374578826408,0.179428715122837,0.1874393250100042,0.1259210811059139,0.10646397945724673,0.07925135978470729,0.07183797918885623,0.0483151242877678,0.025118690254402755,1.0,0.0062360743972396885
49000_4,0.17544418318344787,0.1725128158470116,0.13527222479692247,0.14933767020269367,0.12499964459658869,0.09754259865287891,0.07887112503660655,0.04303508826799123,0.022984649415858954,1.0,0.00612119943846261
50000_2,0.09369120782641416,0.12923079679633048,0.1691646807976922,0.12223396821415133,0.11224489795918367,0.1367248391894071,0.12436616437619824,0.07185411478024045,0.04048933006038236,1.0,0.00979394523301858
50000_3,0.10298104300002434,0.12268756235855255,0.12192344194875039,0.11596622295768136,0.1215681502932373,0.14807874820529043,0.14099238313094686,0.08206750541454749,0.04373494269096927,1.0,0.010867495645973767
