FIPS,County,State,Not_enough_data,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05
04012,La Paz County,Arizona,False,-3.151,-6.974,-2.224,0.21600000000000005,-3.706,-10.822,-13.297,-0.928,-6.103,-10.669,-9.192,-4.941,-4.265,-2.7,9.627,5.662000000000001,3.553,8.75,9.463,-5.412000000000001,-3.085,-7.039,-5.231,0.442,-7.661,-9.673,-30.003,-30.831,-40.743,-30.722,-26.892,-25.604,-31.484,-45.24800000000001,-43.933,-50.37300000000001,-35.95,-28.669,-26.48,-30.867,-49.511,-47.979,-53.89100000000001
04013,Maricopa County,Arizona,False,7.927,5.485,8.693,10.781,7.08,9.815,7.949,7.194,4.7410000000000005,7.867000000000001,7.5710000000000015,5.254,8.699,10.653,6.46,2.131,1.616,-4.867,-9.151,-9.396,-4.048,-6.917000000000002,-13.322,-11.88,-25.336,-27.66,-27.905,-28.785,-36.009,-36.147,-34.019,-35.842,-38.525,-40.913,-39.92,-43.554,-38.928,-38.522,-41.043,-43.493,-43.027,-45.942,-49.522
04015,Mohave County,Arizona,False,4.891,7.841,6.289,8.731,9.512,6.4110000000000005,6.364,15.966,5.975,10.238,12.396,11.211,9.692,6.841,13.849,14.371,2.698,4.542,7.815,8.755,3.503,10.429,7.841,12.034,1.227,2.042,-6.87,-10.17,-15.793,-19.771,-9.151,-12.212,-16.634,-23.745,-18.914,-23.122,-21.264,-16.692,-15.178,-15.275,-23.589,-24.955,-30.288
04017,Navajo County,Arizona,False,2.714,11.056,11.689,4.982,5.534,7.258999999999999,8.271,10.079,12.061,17.317,9.197,11.068,16.13,16.918,14.342,22.614,15.585,9.579,10.277,28.63,15.039,22.094,24.122,35.066,15.327,17.788,22.178,16.918,3.102,3.518,4.763,-0.765,0.7909999999999999,1.211,-6.766,-11.627,-14.069,1.2990000000000002,-7.662000000000001,-6.323,-9.677,-6.766,-20.929
04019,Pima County,Arizona,False,-0.7659999999999999,1.221,3.715,3.855,5.478,0.947,-0.355,1.202,-2.917,-0.3670000000000001,1.371,4.371,2.892,1.2990000000000002,-5.043,-1.882,-1.851,-2.107,-5.407,-11.723,-6.1110000000000015,-13.512,-16.064,-19.167,-28.754,-26.195,-28.458,-31.362,-36.095,-35.41900000000001,-34.133,-34.716,-38.187,-42.424,-40.427,-42.767,-40.288,-37.843,-39.685,-40.279,-40.656,-45.967,-48.07100000000001
04021,Pinal County,Arizona,False,15.969,4.8889999999999985,11.057,14.848,7.5379999999999985,10.38,9.297,14.495,4.4,11.778,8.816,2.881,12.287,12.396,16.461,9.534,9.614,5.103,-0.223,0.634,-8.265,2.21,1.955,5.528,4.871,-1.775,-6.7810000000000015,-19.836,-22.605,-11.737,-10.097,-9.746,-21.287,-23.306,-31.2,-28.257,-20.05,-19.473,-19.491,-21.952,-29.874,-38.844,-38.576
04023,Santa Cruz County,Arizona,False,14.753,18.681,28.57,23.862,28.57,14.544,17.02,13.114,17.581,13.186,10.226,21.977,27.272,12.765,26.228,12.087,-0.001,6.817,13.186,-5.456,15.956,18.032,20.878,19.779,6.817,9.889,-4.547,-14.895,-22.952,-16.484,-5.495,-14.774,-28.572,-30.91,-23.405,-24.591,-12.089,-23.078000000000007,-23.865,-24.177,-24.547,-19.15,-31.149
04025,Yavapai County,Arizona,False,-1.989,19.297,7.385,14.533,10.054,8.672,1.6840000000000002,7.945,1.753,13.635,12.208,15.082,8.672,3.369,5.296,21.636,4.544,7.557,3.909,6.121,-1.6869999999999998,16.554000000000002,15.203,5.112,-3.49,-16.203,-15.818,-13.485,-13.909,-16.961,-15.911,-14.537,-21.231,-29.084,-29.215,-27.154,-15.207,-22.729,-22.095,-22.907,-29.594,-34.833,-29.803
04027,Yuma County,Arizona,False,10.091,3.884,-4.779,12.128,5.669,11.36,5.358,8.969,8.738999999999999,3.825,19.362,5.669,15.457,9.326,5.831,13.01,5.737,13.618,12.349,9.498,6.547999999999999,4.934,1.555,-8.603,-8.51,-17.61,-12.849,-32.736999999999995,-35.425,-27.96,-31.93,-28.722,-37.854,-37.802,-47.817,-52.914,-37.475,-40.343,-40.425,-45.54600000000001,-42.644,-57.34,-60.986
05001,Arkansas County,Arkansas,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
